EVM0001809	LOC-Os04g16970
EVM0029964	LOC-Os03g55570
EVM0027195	LOC-Os06g37440
EVM0022097	LOC-Os04g58580
EVM0036767	LOC-Os02g12660
EVM0002999	LOC-Os03g47949
EVM0015222	LOC-Os03g18410
EVM0002661	LOC-Os02g57090
EVM0003589	LOC-Os06g14490
EVM0008416	LOC-Os01g48130
EVM0010896	LOC-Os09g38060
EVM0015585	LOC-Os01g54910
EVM0026137	LOC-Os06g04660
EVM0032356	LOC-Os01g74660
EVM0032599	LOC-Os02g51850
EVM0000485	LOC-Os04g01240
EVM0006387	LOC-Os07g34589
EVM0027076	LOC-Os03g40100
EVM0004533	LOC-Os05g01480
EVM0001636	LOC-Os01g72230
EVM0031163	LOC-Os06g06910
EVM0004951	LOC-Os10g11060
EVM0000991	LOC-Os04g59560
EVM0011159	LOC-Os07g37920
EVM0006467	LOC-Os03g27980
EVM0009095	LOC-Os06g08740
EVM0018150	LOC-Os07g47120
EVM0005503	LOC-Os02g15980
EVM0012103	LOC-Os01g03820
EVM0030668	LOC-Os06g15330
EVM0017877	LOC-Os02g55950
EVM0030030	LOC-Os11g05110
EVM0023644	LOC-Os08g33390
EVM0011643	LOC-Os03g17030
EVM0032371	LOC-Os07g19494
EVM0016911	LOC-Os08g44410
EVM0026521	LOC-Os01g45350
EVM0000772	LOC-Os01g59440
EVM0001527	LOC-Os01g72350
EVM0027177	LOC-Os12g05180
EVM0024040	LOC-Os02g42950
EVM0033474	LOC-Os02g39870
EVM0005108	LOC-Os10g28200
EVM0014236	LOC-Os01g66170
EVM0003040	LOC-Os10g37210
EVM0002807	LOC-Os05g46460
EVM0029217	LOC-Os03g22610
EVM0004316	LOC-Os12g37550
EVM0032312	LOC-Os03g15120
EVM0020050	LOC-Os03g02410
EVM0026831	LOC-Os03g60190
EVM0022568	LOC-Os09g36830
EVM0014296	LOC-Os10g39850
EVM0013077	LOC-Os02g57990
EVM0016295	LOC-Os11g39130
EVM0013512	LOC-Os03g26960
EVM0010886	LOC-Os03g41600
EVM0003947	LOC-Os11g47730
EVM0037235	LOC-Os08g44750
EVM0010020	LOC-Os04g49540
EVM0028780	LOC-Os04g56500
EVM0036179	LOC-Os04g45490
EVM0022300	LOC-Os01g05800
EVM0003977	LOC-Os01g47200
EVM0004585	LOC-Os01g67180
EVM0029748	LOC-Os12g16350
EVM0034145	LOC-Os05g41190
EVM0018083	LOC-Os03g17450
EVM0014735	LOC-Os11g24570
EVM0003526	LOC-Os08g01600
EVM0034950	LOC-Os02g01740
EVM0032068	LOC-Os01g55610
EVM0022467	LOC-Os08g33420
EVM0034868	LOC-Os05g05840
EVM0024535	LOC-Os10g38930
EVM0008606	LOC-Os07g39780
EVM0030671	LOC-Os11g01180
EVM0020818	LOC-Os04g46570
EVM0034288	LOC-Os07g05640
EVM0001950	LOC-Os03g03390
EVM0031271	LOC-Os04g55560
EVM0034879	LOC-Os06g01180
EVM0022646	LOC-Os04g39270
EVM0016537	LOC-Os07g34570
EVM0019346	LOC-Os03g59580
EVM0008457	LOC-Os06g03740
EVM0017482	LOC-Os01g61570
EVM0003270	LOC-Os08g42100
EVM0019334	LOC-Os01g39770
EVM0011164	LOC-Os03g60610
EVM0019624	LOC-Os02g17390
EVM0009372	LOC-Os10g40100
EVM0018096	LOC-Os11g04220
EVM0012375	LOC-Os02g32120
EVM0001777	LOC-Os04g38420
EVM0022222	LOC-Os02g47580
EVM0014548	LOC-Os02g43906
EVM0025309	LOC-Os07g38790
EVM0001212	LOC-Os03g64350
EVM0035919	LOC-Os10g20710
EVM0012031	LOC-Os06g12160
EVM0020789	LOC-Os09g12800
EVM0030027	LOC-Os10g41689
EVM0017646	LOC-Os09g35800
EVM0028548	LOC-Os03g24390
EVM0027064	LOC-Os06g20030
EVM0034652	LOC-Os01g66379
EVM0027484	LOC-Os02g17850
EVM0003237	LOC-Os12g16720
EVM0033731	LOC-Os01g63840
EVM0012570	LOC-Os02g12740
EVM0005618	LOC-Os05g02060
EVM0029131	LOC-Os11g43860
EVM0007285	LOC-Os02g48610
EVM0025278	LOC-Os04g34460
EVM0029600	LOC-Os02g10070
EVM0024706	LOC-Os09g17750
EVM0015866	LOC-Os05g51690
EVM0001868	LOC-Os07g07470
EVM0005065	LOC-Os07g38270
EVM0011917	LOC-Os05g33644
EVM0036827	LOC-Os07g39730
EVM0001624	LOC-Os12g10870
EVM0030557	LOC-Os08g14580
EVM0003712	LOC-Os07g20580
EVM0010740	LOC-Os02g47210
EVM0031658	LOC-Os03g16824
EVM0032085	LOC-Os06g23650
EVM0008317	LOC-Os06g29430
EVM0012066	LOC-Os01g18800
EVM0030444	LOC-Os03g24920
EVM0021914	LOC-Os08g10030
EVM0006283	LOC-Os06g02120
EVM0004666	LOC-Os05g03060
EVM0035972	LOC-Os08g15230
EVM0008946	LOC-Os04g59420
EVM0024437	LOC-Os05g07940
EVM0015689	LOC-Os05g41290
EVM0026261	LOC-Os01g09570
EVM0024996	LOC-Os03g06200
EVM0018890	LOC-Os06g08710
EVM0011120	LOC-Os04g31620
EVM0004402	LOC-Os03g62260
EVM0026571	LOC-Os03g44420
EVM0000173	LOC-Os03g01200
EVM0016487	LOC-Os06g36170
EVM0033037	LOC-Os04g43070
EVM0034249	LOC-Os03g09840
EVM0021790	LOC-Os10g41510
EVM0014487	LOC-Os09g37860
EVM0013175	LOC-Os08g07760
EVM0015343	LOC-Os02g54730
EVM0035575	LOC-Os03g55800
EVM0011638	LOC-Os04g52960
EVM0005167	LOC-Os01g54930
EVM0010492	LOC-Os02g04260
EVM0003347	LOC-Os03g31300
EVM0031436	LOC-Os03g20560
EVM0034667	LOC-Os09g32280
EVM0031081	LOC-Os07g44430
EVM0029629	LOC-Os01g09200
EVM0006310	LOC-Os02g09750
EVM0017745	LOC-Os05g09440
EVM0033151	LOC-Os05g05740
EVM0037062	LOC-Os05g41070
EVM0012884	LOC-Os01g62820
EVM0016693	LOC-Os05g41440
EVM0023128	LOC-Os03g49500
EVM0027130	LOC-Os08g23100
EVM0031199	LOC-Os04g43990
EVM0024828	LOC-Os07g46570
EVM0002140	LOC-Os03g30920
EVM0022455	LOC-Os04g30910
EVM0012598	LOC-Os04g31400
EVM0022737	LOC-Os02g49370
EVM0002298	LOC-Os01g55700
EVM0025270	LOC-Os02g56900
EVM0020316	LOC-Os09g32274
EVM0035311	LOC-Os07g49150
EVM0004082	LOC-Os08g17390
EVM0025684	LOC-Os04g52110
EVM0024498	LOC-Os06g47580
EVM0028082	LOC-Os10g24070
EVM0035631	LOC-Os02g39920
EVM0002165	LOC-Os10g34820
EVM0026244	LOC-Os04g57520
EVM0012325	LOC-Os01g67340
EVM0000282	LOC-Os07g05000
EVM0025518	LOC-Os04g43210
EVM0010983	LOC-Os05g04070
EVM0001108	LOC-Os01g58730
EVM0013241	LOC-Os03g61050
EVM0010240	LOC-Os09g21460
EVM0036726	LOC-Os05g39000
EVM0000409	LOC-Os02g32030
EVM0025009	LOC-Os10g39130
EVM0033108	LOC-Os10g31864
EVM0016324	LOC-Os08g42410
EVM0029401	LOC-Os08g38970
EVM0035091	LOC-Os06g50110
EVM0036645	LOC-Os03g60090
EVM0008521	LOC-Os05g49800
EVM0000564	LOC-Os08g32630
EVM0019441	LOC-Os06g46590
EVM0001848	LOC-Os02g48740
EVM0030532	LOC-Os02g50560
EVM0006846	LOC-Os07g47700
EVM0005054	LOC-Os01g53090
EVM0030721	LOC-Os04g02050
EVM0001158	LOC-Os05g01635
EVM0026471	LOC-Os05g29010
EVM0001498	LOC-Os01g21180
EVM0029899	LOC-Os07g31300
EVM0009470	LOC-Os01g70560
EVM0008744	LOC-Os01g04460
EVM0024063	LOC-Os05g48940
EVM0006891	LOC-Os03g61710
EVM0031979	LOC-Os10g28040
EVM0023990	LOC-Os05g45030
EVM0026873	LOC-Os06g22980
EVM0006528	LOC-Os01g04910
EVM0013702	LOC-Os03g62680
EVM0014112	LOC-Os03g08860
EVM0012363	LOC-Os06g29020
EVM0011342	LOC-Os05g44320
EVM0013786	LOC-Os08g03600
EVM0023405	LOC-Os07g40030
EVM0016935	LOC-Os04g35790
EVM0011950	LOC-Os04g51380
EVM0006447	LOC-Os02g57600
EVM0002899	LOC-Os02g34970
EVM0005644	LOC-Os02g02730
EVM0027256	LOC-Os06g37640
EVM0029529	LOC-Os03g17600
EVM0002903	LOC-Os10g42100
EVM0035915	LOC-Os06g40720
EVM0028488	LOC-Os07g35600
EVM0006148	LOC-Os04g19140
EVM0017145	LOC-Os06g49440
EVM0017278	LOC-Os03g49380
EVM0021938	LOC-Os03g61100
EVM0003092	LOC-Os12g42340
EVM0018255	LOC-Os04g48400
EVM0028697	LOC-Os01g24690
EVM0028034	LOC-Os02g15640
EVM0028826	LOC-Os08g03560
EVM0022358	LOC-Os05g44310
EVM0000221	LOC-Os03g51900
EVM0033431	LOC-Os11g02740
EVM0010309	LOC-Os08g29124
EVM0030624	LOC-Os01g72780
EVM0034692	LOC-Os03g02400
EVM0008683	LOC-Os01g02880
EVM0026229	LOC-Os03g05520
EVM0002911	LOC-Os11g29290
EVM0005448	LOC-Os11g12620
EVM0022634	LOC-Os03g53250
EVM0037229	LOC-Os06g35770
EVM0003909	LOC-Os12g10700
EVM0011549	LOC-Os09g37600
EVM0034312	LOC-Os03g39650
EVM0026666	LOC-Os05g39090
EVM0022011	LOC-Os06g42850
EVM0003035	LOC-Os03g46660
EVM0019679	LOC-Os02g14480
EVM0022523	LOC-Os05g37800
EVM0017726	LOC-Os03g29340
EVM0023506	LOC-Os01g52640
EVM0003724	LOC-Os02g03790
EVM0017010	LOC-Os05g19040
EVM0023383	LOC-Os04g52860
EVM0032698	LOC-Os05g29020
EVM0018280	LOC-Os12g13110
EVM0023787	LOC-Os01g20030
EVM0019663	LOC-Os10g42700
EVM0007421	LOC-Os03g05760
EVM0002232	LOC-Os06g04500
EVM0017397	LOC-Os08g42540
EVM0001751	LOC-Os04g16745
EVM0017578	LOC-Os06g36330
EVM0034218	LOC-Os02g58730
EVM0007268	LOC-Os04g58130
EVM0016999	LOC-Os05g08950
EVM0026791	LOC-Os01g58620
EVM0018647	LOC-Os05g04960
EVM0012080	LOC-Os07g06820
EVM0031088	LOC-Os02g04100
EVM0013319	LOC-Os02g39400
EVM0034357	LOC-Os02g54254
EVM0017731	LOC-Os01g66720
EVM0015157	LOC-Os02g35720
EVM0015289	LOC-Os07g05480
EVM0017261	LOC-Os03g15560
EVM0008101	LOC-Os12g05120
EVM0019963	LOC-Os08g02354
EVM0027940	LOC-Os04g45720
EVM0011146	LOC-Os06g06280
EVM0011122	LOC-Os07g37790
EVM0017165	LOC-Os08g02420
EVM0001545	LOC-Os01g45830
EVM0034781	LOC-Os07g43990
EVM0024143	LOC-Os04g58640
EVM0028389	LOC-Os01g67510
EVM0002853	LOC-Os10g33270
EVM0017094	LOC-Os07g33340
EVM0022883	LOC-Os11g43800
EVM0031853	LOC-Os03g46600
EVM0031209	LOC-Os03g48450
EVM0024375	LOC-Os07g31390
EVM0015103	LOC-Os12g32980
EVM0032668	LOC-Os01g74520
EVM0015029	LOC-Os03g03410
EVM0013289	LOC-Os08g17610
EVM0032604	LOC-Os08g41890
EVM0016038	LOC-Os03g05820
EVM0026236	LOC-Os08g44520
EVM0017746	LOC-Os08g01120
EVM0031294	LOC-Os02g26650
EVM0029561	LOC-Os04g49900
EVM0016015	LOC-Os02g45090
EVM0037372	LOC-Os01g14420
EVM0001438	LOC-Os07g22850
EVM0006553	LOC-Os03g53660
EVM0013411	LOC-Os01g03520
EVM0031227	LOC-Os08g19170
EVM0028221	LOC-Os03g54760
EVM0033754	LOC-Os02g47400
EVM0000230	LOC-Os06g40200
EVM0007667	LOC-Os04g44430
EVM0035307	LOC-Os04g49270
EVM0006349	LOC-Os01g24940
EVM0001445	LOC-Os01g16040
EVM0037143	LOC-Os02g47360
EVM0023039	LOC-Os04g53680
EVM0021488	LOC-Os11g34364
EVM0011509	LOC-Os02g34410
EVM0020617	LOC-Os05g33510
EVM0033671	LOC-Os07g03170
EVM0024032	LOC-Os01g01390
EVM0020492	LOC-Os08g34280
EVM0022537	LOC-Os03g44780
EVM0018421	LOC-Os08g44430
EVM0032365	LOC-Os07g46620
EVM0031505	LOC-Os06g12530
EVM0017411	LOC-Os06g01630
EVM0022764	LOC-Os02g06400
EVM0004591	LOC-Os01g01070
EVM0019665	LOC-Os03g57980
EVM0031477	LOC-Os05g44330
EVM0000202	LOC-Os02g54000
EVM0010314	LOC-Os01g46580
EVM0031579	LOC-Os03g52970
EVM0012069	LOC-Os09g12540
EVM0016368	LOC-Os01g36600
EVM0025414	LOC-Os04g49060
EVM0010204	LOC-Os08g15040
EVM0004794	LOC-Os01g10630
EVM0001503	LOC-Os05g03174
EVM0035725	LOC-Os01g52630
EVM0008378	LOC-Os01g66700
EVM0024813	LOC-Os09g29830
EVM0016754	LOC-Os02g49790
EVM0029602	LOC-Os01g74650
EVM0022454	LOC-Os12g04860
EVM0028952	LOC-Os07g36390
EVM0033543	LOC-Os02g49560
EVM0013552	LOC-Os12g05540
EVM0001674	LOC-Os05g43576
EVM0008032	LOC-Os05g22870
EVM0000741	LOC-Os06g25439
EVM0008566	LOC-Os02g17970
EVM0027850	LOC-Os04g47260
EVM0018104	LOC-Os05g30340
EVM0001647	LOC-Os09g32260
EVM0009685	LOC-Os09g38440
EVM0031725	LOC-Os03g13570
EVM0015936	LOC-Os02g44570
EVM0015023	LOC-Os05g38400
EVM0014541	LOC-Os04g42120
EVM0001900	LOC-Os07g03130
EVM0001743	LOC-Os05g23600
EVM0022562	LOC-Os02g53320
EVM0014776	LOC-Os05g41370
EVM0020009	LOC-Os08g39420
EVM0018217	LOC-Os05g42010
EVM0008959	LOC-Os03g16080
EVM0003894	LOC-Os11g02320
EVM0000060	LOC-Os01g28540
EVM0018205	LOC-Os06g40460
EVM0024077	LOC-Os06g35320
EVM0015977	LOC-Os05g24970
EVM0030290	LOC-Os05g40980
EVM0002105	LOC-Os01g16100
EVM0017130	LOC-Os07g08050
EVM0027402	LOC-Os11g09010
EVM0013082	LOC-Os02g35870
EVM0031793	LOC-Os06g39040
EVM0029136	LOC-Os05g47940
EVM0024078	LOC-Os02g12650
EVM0020216	LOC-Os03g36630
EVM0019748	LOC-Os08g28180
EVM0002101	LOC-Os04g37820
EVM0029625	LOC-Os03g49580
EVM0009380	LOC-Os06g22390
EVM0023363	LOC-Os03g15540
EVM0003079	LOC-Os09g23250
EVM0036105	LOC-Os02g50780
EVM0020318	LOC-Os05g36110
EVM0036318	LOC-Os03g08710
EVM0015521	LOC-Os10g41050
EVM0003976	LOC-Os01g65560
EVM0025010	LOC-Os03g46480
EVM0035609	LOC-Os06g10770
EVM0006541	LOC-Os06g45360
EVM0033333	LOC-Os03g55164
EVM0028552	LOC-Os02g13640
EVM0029359	LOC-Os10g15390
EVM0035027	LOC-Os03g55970
EVM0004707	LOC-Os05g05800
EVM0016836	LOC-Os03g22580
EVM0030144	LOC-Os01g16670
EVM0015413	LOC-Os08g45010
EVM0031410	LOC-Os05g04870
EVM0023813	LOC-Os05g34210
EVM0001230	LOC-Os03g07430
EVM0009844	LOC-Os09g38370
EVM0029515	LOC-Os11g05070
EVM0022028	LOC-Os06g08840
EVM0014967	LOC-Os08g32170
EVM0001640	LOC-Os01g45370
EVM0030462	LOC-Os03g03900
EVM0013147	LOC-Os03g46650
EVM0010502	LOC-Os01g72020
EVM0010752	LOC-Os08g08060
EVM0003795	LOC-Os02g01720
EVM0011607	LOC-Os05g11570
EVM0008275	LOC-Os03g18020
EVM0025935	LOC-Os03g08390
EVM0017640	LOC-Os01g37490
EVM0007113	LOC-Os01g04280
EVM0017590	LOC-Os04g58780
EVM0026172	LOC-Os01g52430
EVM0010324	LOC-Os03g16900
EVM0013213	LOC-Os07g08970
EVM0028287	LOC-Os03g51520
EVM0011928	LOC-Os02g08270
EVM0004825	LOC-Os11g44810
EVM0031928	LOC-Os09g26180
EVM0016380	LOC-Os12g29400
EVM0023775	LOC-Os09g30340
EVM0012588	LOC-Os07g31840
EVM0028376	LOC-Os03g13740
EVM0028887	LOC-Os05g39390
EVM0013272	LOC-Os03g17140
EVM0036999	LOC-Os03g20750
EVM0016962	LOC-Os10g41180
EVM0015424	LOC-Os02g51820
EVM0018501	LOC-Os02g32350
EVM0016477	LOC-Os07g44410
EVM0035293	LOC-Os01g42294
EVM0020322	LOC-Os01g14890
EVM0020160	LOC-Os07g32380
EVM0009807	LOC-Os09g28550
EVM0009476	LOC-Os07g49360
EVM0006989	LOC-Os01g67650
EVM0013293	LOC-Os03g29460
EVM0034393	LOC-Os02g51470
EVM0021546	LOC-Os03g10620
EVM0033915	LOC-Os06g05820
EVM0031890	LOC-Os01g12940
EVM0001596	LOC-Os03g64230
EVM0037192	LOC-Os05g02040
EVM0031479	LOC-Os03g58110
EVM0003657	LOC-Os01g16900
EVM0009955	LOC-Os05g50280
EVM0022010	LOC-Os09g26700
EVM0013367	LOC-Os03g07220
EVM0005952	LOC-Os04g57320
EVM0012730	LOC-Os02g37940
EVM0006536	LOC-Os02g07200
EVM0007721	LOC-Os10g33800
EVM0024424	LOC-Os03g06139
EVM0013457	LOC-Os03g48950
EVM0023849	LOC-Os05g33020
EVM0018023	LOC-Os02g46350
EVM0003769	LOC-Os01g54940
EVM0001462	LOC-Os12g42300
EVM0031563	LOC-Os03g17060
EVM0026777	LOC-Os08g33140
EVM0030846	LOC-Os12g02380
EVM0017355	LOC-Os08g25290
EVM0027671	LOC-Os07g37730
EVM0006834	LOC-Os08g40850
EVM0027818	LOC-Os03g19780
EVM0005343	LOC-Os07g30960
EVM0027390	LOC-Os09g31390
EVM0035802	LOC-Os03g45180
EVM0005428	LOC-Os12g34850
EVM0007312	LOC-Os12g34014
EVM0008589	LOC-Os11g06810
EVM0032339	LOC-Os01g52130
EVM0027360	LOC-Os03g56000
EVM0028760	LOC-Os07g31380
EVM0009613	LOC-Os02g42134
EVM0027892	LOC-Os02g02710
EVM0008113	LOC-Os09g36600
EVM0002011	LOC-Os03g53500
EVM0007184	LOC-Os11g41910
EVM0023177	LOC-Os09g20430
EVM0001969	LOC-Os04g51190
EVM0022093	LOC-Os12g32230
EVM0017419	LOC-Os01g55890
EVM0023503	LOC-Os03g09860
EVM0013080	LOC-Os01g36070
EVM0020788	LOC-Os03g18860
EVM0032788	LOC-Os04g11880
EVM0026440	LOC-Os12g19370
EVM0011522	LOC-Os03g19690
EVM0026474	LOC-Os01g59910
EVM0007985	LOC-Os04g42880
EVM0032186	ChrSy
EVM0001288	LOC-Os06g50860
EVM0023643	LOC-Os08g20400
EVM0018586	LOC-Os04g27790
EVM0024945	LOC-Os08g05630
EVM0006789	LOC-Os09g26960
EVM0002221	LOC-Os07g04020
EVM0002806	LOC-Os03g56310
EVM0003359	LOC-Os08g12830
EVM0007204	LOC-Os02g06720
EVM0023428	LOC-Os04g57920
EVM0028602	LOC-Os03g03034
EVM0031702	LOC-Os08g04390
EVM0031761	LOC-Os12g05650
EVM0002409	LOC-Os07g47590
EVM0034731	LOC-Os01g41710
EVM0002240	LOC-Os08g10470
EVM0005661	LOC-Os01g61330
EVM0002563	LOC-Os09g26810
EVM0032892	LOC-Os12g04990
EVM0024538	LOC-Os07g33240
EVM0009506	LOC-Os11g42350
EVM0014216	LOC-Os02g57060
EVM0001468	LOC-Os09g12500
EVM0032988	LOC-Os03g07920
EVM0016716	LOC-Os09g39462
EVM0023818	LOC-Os06g49110
EVM0025595	LOC-Os06g49980
EVM0001594	LOC-Os03g17510
EVM0025051	LOC-Os06g19370
EVM0006047	LOC-Os07g06890
EVM0022001	LOC-Os06g20354
EVM0033193	LOC-Os07g33220
EVM0019128	LOC-Os12g39220
EVM0011982	LOC-Os03g10640
EVM0015696	LOC-Os04g37580
EVM0001632	LOC-Os06g08800
EVM0000859	LOC-Os04g52830
EVM0032886	LOC-Os06g17280
EVM0029003	LOC-Os10g40110
EVM0005715	LOC-Os09g24416
EVM0035505	LOC-Os01g47490
EVM0029706	LOC-Os02g49800
EVM0010806	LOC-Os01g69960
EVM0022688	LOC-Os05g32680
EVM0031439	LOC-Os11g34190
EVM0025176	LOC-Os10g22370
EVM0016176	LOC-Os01g72800
EVM0029376	LOC-Os03g06440
EVM0020939	LOC-Os08g28230
EVM0031018	LOC-Os07g48700
EVM0030942	LOC-Os02g32650
EVM0021610	LOC-Os01g58850
EVM0018868	LOC-Os08g38580
EVM0003674	LOC-Os06g04270
EVM0008188	LOC-Os03g30470
EVM0008031	LOC-Os12g07020
EVM0023943	LOC-Os12g09000
EVM0021121	LOC-Os01g05500
EVM0005872	LOC-Os03g17810
EVM0033592	LOC-Os07g40800
EVM0016576	LOC-Os11g05130
EVM0034360	LOC-Os07g47650
EVM0017705	LOC-Os02g57290
EVM0022172	LOC-Os06g49870
EVM0021528	LOC-Os03g62780
EVM0029270	LOC-Os05g44590
EVM0018115	LOC-Os02g51410
EVM0023984	LOC-Os02g01920
EVM0015257	LOC-Os09g17770
EVM0007211	LOC-Os02g37050
EVM0008719	LOC-Os03g18210
EVM0023669	LOC-Os02g52470
EVM0002930	LOC-Os07g42250
EVM0027856	LOC-Os12g41830
EVM0035529	LOC-Os10g35550
EVM0027047	LOC-Os08g44590
EVM0005547	LOC-Os04g56300
EVM0004047	LOC-Os03g56670
EVM0016247	LOC-Os01g48960
EVM0014458	LOC-Os01g03750
EVM0036516	LOC-Os02g09070
EVM0006271	LOC-Os01g67550
EVM0003052	LOC-Os01g59850
EVM0010837	LOC-Os01g73560
EVM0012908	LOC-Os01g48270
EVM0011424	LOC-Os07g09050
EVM0014083	LOC-Os12g41820
EVM0005837	LOC-Os03g02670
EVM0031960	LOC-Os05g04180
EVM0021536	LOC-Os11g14990
EVM0026744	LOC-Os03g57120
EVM0016604	LOC-Os06g15410
EVM0036647	LOC-Os01g08270
EVM0022290	LOC-Os03g15960
EVM0024453	LOC-Os04g58830
EVM0012888	LOC-Os03g22900
EVM0016371	LOC-Os02g04170
EVM0037240	LOC-Os08g06530
EVM0022772	LOC-Os09g35880
EVM0014647	LOC-Os11g32240
EVM0033738	LOC-Os01g48690
EVM0000138	LOC-Os05g05810
EVM0019814	LOC-Os05g09380
EVM0011315	LOC-Os12g31450
EVM0001811	LOC-Os04g49530
EVM0002463	LOC-Os04g57930
EVM0035665	LOC-Os01g45570
EVM0019960	LOC-Os08g33440
EVM0028263	LOC-Os01g70850
EVM0024046	LOC-Os01g56290
EVM0037356	LOC-Os12g36950
EVM0011831	LOC-Os08g44810
EVM0002825	LOC-Os08g06420
EVM0035501	LOC-Os03g55530
EVM0020375	LOC-Os04g57290
EVM0032601	LOC-Os09g36760
EVM0002246	LOC-Os03g22890
EVM0019627	LOC-Os03g44830
EVM0006750	LOC-Os06g06810
EVM0003093	LOC-Os08g39300
EVM0021649	LOC-Os08g02410
EVM0034106	LOC-Os02g20930
EVM0033896	LOC-Os09g12750
EVM0004902	LOC-Os05g03120
EVM0007254	LOC-Os04g21160
EVM0030124	LOC-Os06g06720
EVM0020597	LOC-Os01g65900
EVM0035068	LOC-Os01g55795
EVM0035441	LOC-Os02g02000
EVM0035622	LOC-Os04g31290
EVM0014584	LOC-Os05g38190
EVM0022976	LOC-Os08g37580
EVM0035668	LOC-Os09g26620
EVM0018499	LOC-Os02g53230
EVM0000808	LOC-Os07g01920
EVM0037019	LOC-Os08g29730
EVM0000751	LOC-Os03g48300
EVM0008949	LOC-Os01g12440
EVM0001036	LOC-Os04g34984
EVM0026122	LOC-Os09g01600
EVM0011304	LOC-Os02g51080
EVM0020740	LOC-Os08g39950
EVM0015620	LOC-Os07g48920
EVM0025236	LOC-Os06g46270
EVM0024852	LOC-Os02g15360
EVM0014900	LOC-Os05g47850
EVM0003244	LOC-Os04g08764
EVM0006022	LOC-Os02g50760
EVM0021911	LOC-Os12g05230
EVM0002968	LOC-Os08g17410
EVM0036527	LOC-Os04g30760
EVM0002041	LOC-Os01g03950
EVM0000184	LOC-Os08g43490
EVM0009364	LOC-Os10g32400
EVM0011599	LOC-Os03g10510
EVM0031870	LOC-Os07g22350
EVM0035913	LOC-Os02g44690
EVM0016167	LOC-Os02g49470
EVM0001017	LOC-Os03g59300
EVM0012326	LOC-Os04g15790
EVM0009707	LOC-Os10g20650
EVM0015128	LOC-Os04g04330
EVM0028407	LOC-Os10g39830
EVM0005785	LOC-Os03g38930
EVM0017038	LOC-Os06g46799
EVM0017263	LOC-Os12g35710
EVM0015972	LOC-Os02g57100
EVM0014873	LOC-Os07g07670
EVM0020221	LOC-Os04g41860
EVM0004786	LOC-Os03g46570
EVM0012862	LOC-Os02g44040
EVM0023590	LOC-Os02g14120
EVM0028028	LOC-Os06g12630
EVM0019512	LOC-Os03g34300
EVM0032517	LOC-Os05g02220
EVM0030277	LOC-Os02g44000
EVM0019932	LOC-Os01g12810
EVM0025225	LOC-Os10g41960
EVM0006970	LOC-Os11g12800
EVM0024634	LOC-Os04g44340
EVM0028610	LOC-Os06g24730
EVM0029630	LOC-Os06g06160
EVM0003036	LOC-Os07g40520
EVM0037164	LOC-Os03g47990
EVM0035607	LOC-Os06g49860
EVM0023080	LOC-Os12g07780
EVM0020185	LOC-Os10g23220
EVM0012959	LOC-Os03g12930
EVM0010828	LOC-Os01g08440
EVM0014440	LOC-Os06g27970
EVM0029688	LOC-Os03g22350
EVM0027451	LOC-Os01g15600
EVM0032300	LOC-Os12g39980
EVM0019641	LOC-Os01g72690
EVM0026020	LOC-Os05g23950
EVM0001675	LOC-Os03g18630
EVM0008865	LOC-Os02g07480
EVM0031603	LOC-Os06g33210
EVM0021803	LOC-Os11g32880
EVM0012307	LOC-Os03g44130
EVM0019546	LOC-Os05g49740
EVM0030425	LOC-Os04g42040
EVM0017039	LOC-Os08g19850
EVM0026180	LOC-Os10g40540
EVM0008556	LOC-Os04g39170
EVM0007084	LOC-Os04g54810
EVM0011314	LOC-Os03g42830
EVM0020944	LOC-Os05g37700
EVM0008343	LOC-Os09g29430
EVM0035170	LOC-Os05g39250
EVM0029040	LOC-Os06g06520
EVM0007821	LOC-Os11g05100
EVM0010406	LOC-Os03g64320
EVM0025608	LOC-Os03g45760
EVM0011081	LOC-Os05g36000
EVM0002936	LOC-Os08g37130
EVM0024313	LOC-Os03g55330
EVM0019869	LOC-Os05g33240
EVM0003568	LOC-Os02g35630
EVM0030594	LOC-Os01g65410
EVM0033991	LOC-Os01g69970
EVM0013012	LOC-Os04g06770
EVM0006605	LOC-Os02g37150
EVM0034127	LOC-Os03g45260
EVM0028633	LOC-Os01g06250
EVM0019939	LOC-Os02g10940
EVM0026495	LOC-Os02g17500
EVM0004175	LOC-Os03g52730
EVM0029335	LOC-Os04g32980
EVM0009612	LOC-Os09g17620
EVM0017776	LOC-Os03g14170
EVM0027926	LOC-Os01g68840
EVM0013539	LOC-Os05g22970
EVM0020223	LOC-Os03g57070
EVM0016782	LOC-Os04g35420
EVM0003174	LOC-Os10g25030
EVM0032188	LOC-Os02g52040
EVM0017148	LOC-Os09g21250
EVM0024209	LOC-Os04g44550
EVM0002471	LOC-Os03g15480
EVM0030988	LOC-Os10g39930
EVM0000013	LOC-Os12g39340
EVM0031952	LOC-Os03g03430
EVM0021138	LOC-Os01g53130
EVM0014666	LOC-Os12g44380
EVM0021811	LOC-Os03g64260
EVM0008505	LOC-Os09g31200
EVM0022380	LOC-Os03g57149
EVM0013192	LOC-Os03g50320
EVM0032315	LOC-Os01g67970
EVM0011744	LOC-Os08g38520
EVM0008671	LOC-Os05g07240
EVM0021783	LOC-Os09g39530
EVM0008459	LOC-Os02g06370
EVM0032210	LOC-Os02g52250
EVM0026205	LOC-Os04g39180
EVM0025889	LOC-Os03g08624
