EVM0000006	AT1G44760
EVM0021171	AT1G80910
EVM0021175	AT5G10360
EVM0021181	AT5G55690
EVM0021183	AT2G16910
EVM0021186	AT3G24150
EVM0021193	AT2G35060
EVM0021198	AT1G75080
EVM0021203	AT3G18940
EVM0021210	AT3G03680
EVM0021212	AT3G12680
EVM0021214	AT4G12640
EVM0021218	AT3G03620
EVM0021219	AT5G21070
EVM0021220	AT4G20090
EVM0021223	AT2G27030
EVM0021224	AT4G36650
EVM0021226	AT3G21700
EVM0021230	AT3G52860
EVM0021234	AT1G70480
EVM0021236	AT4G30990
EVM0021238	AT3G12520
EVM0021240	AT3G19770
EVM0021248	AT4G36800
EVM0021249	AT1G53710
EVM0021251	AT1G48580
EVM0021252	AT2G28605
EVM0021255	AT1G08530
EVM0021257	AT5G09650
EVM0021258	AT1G21690
EVM0021261	AT1G76690
EVM0021266	AT1G75150
EVM0021271	AT1G48635
EVM0021274	AT3G56400
EVM0021278	AT2G40650
EVM0021287	AT1G53000
EVM0021295	AT1G75310
EVM0021298	AT5G15080
EVM0021301	AT1G23220
EVM0021303	AT4G17610
EVM0021306	AT4G21065
EVM0021309	AT4G02090
EVM0021310	AT2G26200
EVM0021314	AT5G47460
EVM0021316	AT1G55610
EVM0021321	AT1G73050
EVM0021324	AT1G18890
EVM0021325	AT5G61790
EVM0021326	AT4G16970
EVM0021328	AT1G71430
EVM0021331	AT1G61900
EVM0021338	AT4G10010
EVM0021341	AT5G67130
EVM0021344	AT4G25515
EVM0021349	AT1G50575
EVM0021352	AT1G15780
EVM0021353	AT5G15110
EVM0021356	AT4G15475
EVM0021358	AT4G33790
EVM0021359	AT5G59960
EVM0021360	AT2G30550
EVM0021361	AT2G40140
EVM0021364	AT4G00330
EVM0021365	AT5G56900
EVM0021368	AT4G18360
EVM0021370	AT1G78380
EVM0021372	AT1G56420
EVM0021376	AT1G59900
EVM0021378	AT4G34160
EVM0021379	AT3G49600
EVM0021381	AT2G11890
EVM0021384	AT5G32440
EVM0021391	AT1G15020
EVM0021398	AT4G24520
EVM0021399	AT3G19820
EVM0021400	AT2G14820
EVM0021402	AT3G16640
EVM0021404	AT4G32030
EVM0021405	AT3G57150
EVM0021409	AT1G50650
EVM0021413	AT2G01660
EVM0021416	ATMG00220
EVM0021417	AT2G18250
EVM0021418	AT5G11590
EVM0021420	AT5G55860
EVM0021421	AT1G69310
EVM0021423	AT5G17240
EVM0021425	AT1G80270
EVM0021426	AT5G42480
EVM0021427	AT1G17640
EVM0021428	AT5G57500
EVM0021429	AT5G27620
EVM0021440	AT2G01980
EVM0021442	AT4G36810
EVM0021449	AT5G03900
EVM0021451	AT5G28840
EVM0021455	AT1G04290
EVM0021456	AT2G20310
EVM0021457	AT3G02110
EVM0021459	AT4G18460
EVM0021467	AT2G17820
EVM0021468	ATCG00670
EVM0021470	AT4G12230
EVM0021471	AT3G54230
EVM0021472	AT5G18070
EVM0021477	AT2G43420
EVM0021478	AT2G38500
EVM0021480	AT1G50730
EVM0021481	AT2G32415
EVM0021487	AT3G27970
EVM0021488	AT5G37290
EVM0021491	AT5G59160
EVM0021493	AT2G44920
EVM0021499	AT5G46070
EVM0021500	AT1G60800
EVM0021502	AT4G08540
EVM0021508	AT5G60050
EVM0021509	AT5G35410
EVM0021511	AT4G12290
EVM0021512	AT2G41890
EVM0021515	AT5G46110
EVM0021517	AT5G25490
EVM0021522	AT4G12070
EVM0021523	AT1G09020
EVM0021528	AT3G23700
EVM0021529	AT4G14700
EVM0021531	AT5G51540
EVM0021536	AT2G31725
EVM0021538	AT3G25110
EVM0021539	AT2G22480
EVM0021541	AT1G68480
EVM0021546	AT3G03990
EVM0021547	AT3G43520
EVM0021550	AT5G55490
EVM0021554	AT1G03260
EVM0021556	AT5G63120
EVM0021557	AT1G17370
EVM0021559	AT5G23090
EVM0021560	AT5G60520
EVM0021563	AT3G27010
EVM0021564	AT1G02475
EVM0021566	AT3G09520
EVM0021568	AT4G21780
EVM0021569	AT5G48100
EVM0021573	AT5G39210
EVM0021576	AT4G31820
EVM0021578	AT4G32100
EVM0021580	AT5G16760
EVM0021584	AT5G03340
EVM0021587	AT3G10405
EVM0021602	AT1G07540
EVM0021603	AT4G22540
EVM0021605	AT1G05280
EVM0021608	AT3G14310
EVM0021610	AT3G63060
EVM0021611	AT3G50950
EVM0021615	AT2G47800
EVM0021622	AT1G80010
EVM0021628	AT3G47300
EVM0021629	AT4G24490
EVM0021630	AT3G52140
EVM0021631	AT3G63170
EVM0021637	AT4G28210
EVM0021639	AT3G12490
EVM0021648	AT3G44330
EVM0021653	AT1G10320
EVM0021654	AT4G18570
EVM0021659	AT3G47570
EVM0021667	AT2G28000
EVM0021668	AT2G43560
EVM0021679	AT3G03190
EVM0021685	AT5G38880
EVM0021688	AT1G28210
EVM0021702	AT1G61105
EVM0021704	AT5G23200
EVM0021708	AT2G44640
EVM0021709	AT2G04280
EVM0021713	AT2G37970
EVM0021714	AT2G26470
EVM0021716	AT3G23150
EVM0021717	AT1G74940
EVM0021720	AT2G32600
EVM0021721	AT5G63620
EVM0021726	AT4G33200
EVM0021729	AT4G20960
EVM0021732	AT5G63940
EVM0021737	AT5G61190
EVM0021740	AT5G61350
EVM0021741	AT1G11570
EVM0021742	AT4G20900
EVM0021746	AT3G32940
EVM0021750	AT3G46970
EVM0021755	AT3G56510
EVM0021761	AT4G33840
EVM0021773	AT1G33270
EVM0021776	AT1G01580
EVM0021785	AT3G13772
EVM0021788	AT4G39660
EVM0021789	AT1G11720
EVM0021790	AT5G47100
EVM0021793	AT2G35350
EVM0021795	AT3G55270
EVM0021803	AT3G02060
EVM0021804	AT3G10490
EVM0021806	AT3G11340
EVM0021808	AT1G75800
EVM0021809	AT1G48520
EVM0021813	AT3G18600
EVM0021818	AT3G18480
EVM0021821	AT5G64010
EVM0021825	AT3G46220
EVM0021826	AT5G37930
EVM0021829	AT5G11340
EVM0021830	AT1G16740
EVM0021833	AT1G02065
EVM0021834	AT1G09340
EVM0021835	AT1G26650
EVM0021837	AT1G31500
EVM0021843	AT5G55040
EVM0021850	AT3G18730
EVM0021854	AT3G27120
EVM0021855	AT1G31817
EVM0021856	AT2G01275
EVM0021857	AT2G30780
EVM0021860	AT1G78430
EVM0021868	AT3G19940
EVM0021877	AT5G64380
EVM0021881	AT5G40780
EVM0021885	AT3G10630
EVM0021896	AT4G02590
EVM0021902	AT3G05620
EVM0021904	AT5G45360
EVM0021905	AT1G24440
EVM0021909	AT5G12330
EVM0021911	AT2G28600
EVM0021913	AT1G06290
EVM0021914	AT5G46190
EVM0021922	AT1G10570
EVM0021925	AT5G08050
EVM0021926	AT1G08620
EVM0021928	AT2G29120
EVM0021930	AT5G64220
EVM0021931	AT3G15880
EVM0021937	AT2G28230
EVM0021938	AT2G13650
EVM0021940	AT3G22670
EVM0021945	AT2G43160
EVM0021950	AT4G36960
EVM0021951	AT1G15710
EVM0021968	AT5G60040
EVM0021971	AT4G24660
EVM0021973	AT1G09850
EVM0021975	AT2G26110
EVM0021979	AT5G35530
EVM0021981	AT4G37680
EVM0021982	AT1G11380
EVM0021983	AT3G01780
EVM0021996	AT1G74680
EVM0022000	AT1G64140
EVM0022001	AT5G03560
EVM0022005	AT1G34380
EVM0022007	AT5G59850
EVM0022008	AT2G47460
EVM0022010	AT2G26830
EVM0022011	AT3G20300
EVM0022013	AT5G13490
EVM0022029	AT5G60820
EVM0022031	AT5G62920
EVM0022035	AT2G39120
EVM0022039	AT1G71500
EVM0022043	AT3G18060
EVM0022048	AT3G07060
EVM0022050	AT5G55210
EVM0022059	AT1G56050
EVM0022066	AT5G22340
EVM0022069	AT2G43710
EVM0022077	AT4G01200
EVM0022085	AT5G53110
EVM0022089	AT2G26560
EVM0022090	AT1G52340
EVM0022092	AT3G02820
EVM0022093	AT2G31955
EVM0022097	AT2G45790
EVM0022098	AT3G15160
EVM0022100	ATCG00750
EVM0022105	AT4G36390
EVM0022106	AT1G55890
EVM0022108	AT3G15970
EVM0022110	AT1G63680
EVM0022113	AT5G45650
EVM0022115	AT1G49670
EVM0022120	AT5G62610
EVM0022121	AT4G19380
EVM0022128	AT5G52970
EVM0022130	AT4G27290
EVM0022133	AT1G27340
EVM0022138	AT1G08590
EVM0022139	AT5G04870
EVM0022141	AT1G34640
EVM0022142	AT1G76100
EVM0022147	AT5G16200
EVM0022150	AT2G24390
EVM0022156	AT1G29630
EVM0022159	AT3G59890
EVM0022160	AT4G35910
EVM0022172	AT5G67220
EVM0022173	AT1G30670
EVM0022174	AT3G16560
EVM0022176	AT3G06100
EVM0022177	AT4G14490
EVM0022178	AT4G18810
EVM0022182	AT4G11570
EVM0022185	AT4G24090
EVM0022187	AT3G02360
EVM0022199	AT3G06950
EVM0022203	AT5G35220
EVM0022209	AT4G10090
EVM0022210	AT5G11090
EVM0022211	AT5G39410
EVM0022215	AT1G18950
EVM0022217	AT5G66060
EVM0022222	AT3G50910
EVM0022224	AT1G67590
EVM0022226	AT5G48540
EVM0022228	AT5G45110
EVM0022232	AT3G13480
EVM0022234	AT5G23160
EVM0022236	AT2G25920
EVM0022237	AT3G15115
EVM0022246	AT5G23100
EVM0022247	AT3G28670
EVM0022251	AT4G00650
EVM0022256	AT3G25100
EVM0022272	AT5G64350
EVM0022273	AT1G03670
EVM0022277	AT1G56340
EVM0022278	AT1G09190
EVM0022281	AT1G74580
EVM0022289	AT3G07620
EVM0022295	AT4G21350
EVM0022300	AT2G28800
EVM0022304	AT3G01480
EVM0022306	AT3G19810
EVM0022308	AT4G32272
EVM0022312	AT3G10400
EVM0022315	AT3G30210
EVM0022316	AT3G51760
EVM0022317	AT2G43210
EVM0022319	AT1G76750
EVM0022323	AT3G13770
EVM0022329	AT1G43245
EVM0022330	AT5G53120
EVM0022334	AT4G37480
EVM0022337	AT5G17050
EVM0022339	AT4G24250
EVM0022340	AT5G66360
EVM0022342	AT5G64790
EVM0022358	AT4G04910
EVM0022363	AT5G59600
EVM0022364	AT5G22920
EVM0022365	AT3G24130
EVM0022366	AT3G17020
EVM0022367	AT1G03905
EVM0022370	AT2G03510
EVM0022377	AT5G50200
EVM0022380	AT2G34620
EVM0022392	AT5G57910
EVM0022394	AT5G27670
EVM0022395	AT3G55700
EVM0022400	AT1G10970
EVM0022401	AT1G56590
EVM0022402	AT1G02080
EVM0022404	AT5G29000
EVM0022408	AT5G08490
EVM0022413	AT1G08320
EVM0022415	AT5G14770
EVM0022416	AT1G06280
EVM0022417	AT1G10760
EVM0022421	AT5G56130
EVM0022429	AT5G63480
EVM0022434	AT4G39340
EVM0022441	AT5G24670
EVM0022443	AT3G16170
EVM0022448	AT4G33940
EVM0022454	AT2G41750
EVM0022455	AT3G07170
EVM0022458	AT2G15620
EVM0022464	AT1G78010
EVM0022465	AT4G14455
EVM0022466	AT2G39370
EVM0022467	AT1G68580
EVM0022469	AT2G14050
EVM0022475	AT2G02070
EVM0022477	AT5G13900
EVM0022482	AT1G12450
EVM0022484	AT1G59820
EVM0022486	AT3G12170
EVM0022490	AT5G26667
EVM0022491	AT4G17220
EVM0022492	AT5G11840
EVM0022494	AT4G26270
EVM0022511	AT5G08750
EVM0022515	AT1G20650
EVM0022517	AT1G25500
EVM0022519	AT3G16060
EVM0022523	AT3G09070
EVM0022525	AT2G31240
EVM0022527	AT1G19485
EVM0022530	AT5G45390
EVM0022531	AT1G10850
EVM0022538	AT4G29750
EVM0022539	AT3G23740
EVM0022540	AT5G17290
EVM0022545	AT2G26990
EVM0022546	AT2G01390
EVM0022547	AT5G45500
EVM0022549	AT3G57190
EVM0022550	AT2G16460
EVM0022553	AT3G24520
EVM0022558	AT5G09680
EVM0022559	AT1G64320
EVM0022560	AT1G09155
EVM0022562	AT3G03270
EVM0022563	AT4G14690
EVM0022568	AT1G75950
EVM0022571	AT3G63250
EVM0022573	AT3G30390
EVM0022574	AT3G49610
EVM0022576	AT4G03510
EVM0022577	AT3G54350
EVM0022584	AT2G32590
EVM0022585	AT1G14620
EVM0022591	AT3G09770
EVM0022592	AT4G31300
EVM0022603	AT3G09210
EVM0022608	AT3G20050
EVM0022613	AT5G63380
EVM0022615	AT5G51410
EVM0022619	AT3G12720
EVM0022623	AT3G27100
EVM0022627	AT4G20190
EVM0022629	AT1G69910
EVM0022630	AT5G08710
EVM0022631	AT4G14750
EVM0022634	AT1G04210
EVM0022636	AT1G09795
EVM0022638	AT3G29230
EVM0022641	AT5G23980
EVM0022644	AT3G53690
EVM0022646	AT5G48220
EVM0022652	AT5G23670
EVM0022655	AT3G51650
EVM0022656	AT2G45590
EVM0022657	AT5G49160
EVM0022668	AT3G07300
EVM0022670	AT4G05520
EVM0022671	AT1G64385
EVM0022673	AT2G33735
EVM0022677	AT5G47720
EVM0022681	AT5G33370
EVM0022682	AT1G05577
EVM0022685	AT2G42390
EVM0022688	AT2G48120
EVM0022689	AT1G17410
EVM0022690	AT3G14440
EVM0022701	AT5G14800
EVM0022703	AT1G51110
EVM0022711	AT5G64180
EVM0022712	AT2G41040
EVM0022714	AT4G34540
EVM0022716	AT5G54440
EVM0022719	AT3G42640
EVM0022732	AT2G02370
EVM0022734	AT3G55820
EVM0022737	AT5G47670
EVM0022738	AT2G23390
EVM0022742	AT4G31130
EVM0022744	AT3G22100
EVM0022746	AT1G54490
EVM0022749	AT5G20220
EVM0022754	AT5G57830
EVM0022760	AT1G74530
EVM0022761	AT1G78850
EVM0022764	AT3G26370
EVM0022766	AT3G05760
EVM0022768	AT4G27480
EVM0022772	AT2G21320
EVM0022774	AT1G20200
EVM0022778	AT4G35000
EVM0022783	AT3G12480
EVM0022786	AT5G06150
EVM0022789	AT4G16563
EVM0022790	AT1G02400
EVM0022791	AT2G15690
EVM0022799	AT1G11260
EVM0022805	AT3G20870
EVM0022816	AT3G51140
EVM0022817	AT2G40740
EVM0022818	AT5G62580
EVM0022826	AT5G20230
EVM0022829	AT3G27750
EVM0022834	AT1G55340
EVM0022837	AT4G27490
EVM0022838	AT1G48650
EVM0022839	AT3G17340
EVM0022846	AT3G51950
EVM0022847	AT5G41380
EVM0022849	AT5G49360
EVM0022850	AT4G39520
EVM0022853	AT2G15760
EVM0022861	AT5G01970
EVM0022865	AT3G23255
EVM0022867	AT4G20880
EVM0022870	AT1G67420
EVM0022880	AT3G58110
EVM0022882	AT4G11740
EVM0022883	AT2G26790
EVM0022887	AT1G48050
EVM0022889	AT5G17460
EVM0022891	AT5G40480
EVM0022892	AT1G27510
EVM0022897	AT1G80420
EVM0022899	AT5G10200
EVM0022900	AT5G37000
EVM0022901	AT1G14390
EVM0022903	AT5G06550
EVM0022904	AT3G10740
EVM0022906	AT4G10590
EVM0022913	AT5G40810
EVM0022918	AT3G55960
EVM0022922	AT5G62390
EVM0022930	AT1G05430
EVM0022934	AT5G10180
EVM0022936	AT1G70210
EVM0022938	AT2G19570
EVM0022940	ATCG00420
EVM0022941	AT5G50890
EVM0022947	AT4G37630
EVM0022954	AT2G41710
EVM0022962	AT1G30610
EVM0022963	AT2G36026
EVM0022968	AT2G18790
EVM0022969	AT1G08700
EVM0022970	AT1G17200
EVM0022973	AT5G64440
EVM0022976	AT2G22430
EVM0022981	AT5G28640
EVM0022982	AT4G23820
EVM0022983	AT5G57580
EVM0022985	AT5G59520
EVM0022986	AT5G48790
EVM0022987	AT1G71020
EVM0022988	AT3G61520
EVM0022994	AT2G14095
EVM0022997	AT2G44990
EVM0023000	AT5G46170
EVM0023006	AT4G19860
EVM0023007	AT2G20420
EVM0023015	AT1G14590
EVM0023016	AT3G20550
EVM0023022	AT2G34160
EVM0023025	AT3G19970
EVM0023034	AT2G06541
EVM0023036	AT1G12120
EVM0023037	AT2G27490
EVM0023039	AT3G21870
EVM0023040	AT5G49910
EVM0023041	AT3G25600
EVM0023048	AT1G78810
EVM0023052	AT3G01280
EVM0023053	AT1G19940
EVM0023054	AT3G15290
EVM0023055	AT3G55470
EVM0023056	AT4G22130
EVM0023059	AT1G31910
EVM0023060	AT1G79570
EVM0023061	AT5G67385
EVM0023069	AT2G19880
EVM0023076	AT1G35560
EVM0023081	AT2G18670
EVM0023082	AT2G01940
EVM0023083	AT5G40390
EVM0023088	AT1G58170
EVM0023091	AT3G59530
EVM0023094	AT5G10920
EVM0023095	AT5G50780
EVM0023097	AT1G64380
EVM0023098	AT1G09270
EVM0023103	AT5G58770
EVM0023106	AT4G21060
EVM0023107	AT2G44940
EVM0023117	AT1G78410
EVM0023119	AT1G16210
EVM0023121	AT1G65930
EVM0023124	AT1G73660
EVM0023128	AT1G66340
EVM0023129	AT3G05470
EVM0023132	AT3G61740
EVM0023134	AT5G01020
EVM0023145	AT2G29900
EVM0023147	AT3G59630
EVM0023150	AT3G10130
EVM0023151	AT2G40230
EVM0023153	AT2G30520
EVM0023154	AT1G72560
EVM0023157	AT5G10470
EVM0023158	AT3G56880
EVM0023160	AT1G12060
EVM0023164	AT2G38020
EVM0023166	AT4G19640
EVM0023169	AT5G65670
EVM0023174	AT5G23535
EVM0023177	AT4G39740
EVM0023179	AT4G13250
EVM0023185	AT5G48040
EVM0023187	AT5G14285
EVM0023188	AT2G45010
EVM0023191	AT5G51970
EVM0023193	AT1G16560
EVM0023194	AT5G44635
EVM0023196	AT5G09270
EVM0023198	AT5G02520
EVM0023200	AT3G10760
EVM0023203	AT2G46680
EVM0023208	AT1G79150
EVM0023216	AT5G43650
EVM0023218	AT1G78230
EVM0023224	AT1G44575
EVM0023227	AT1G16430
EVM0023234	AT5G18830
EVM0023236	AT2G34150
EVM0023238	AT1G08170
EVM0023243	AT3G07550
EVM0023244	AT1G02660
EVM0023248	AT2G02180
EVM0023249	AT5G10250
EVM0023254	AT2G39910
EVM0023258	AT5G61800
EVM0023265	AT2G32350
EVM0023271	AT2G44450
EVM0023276	AT5G02440
EVM0023280	AT1G78800
EVM0023287	AT2G19480
EVM0023289	AT2G19070
EVM0023293	AT3G55350
EVM0023294	AT3G19260
EVM0023298	AT5G26600
EVM0023306	AT5G57450
EVM0023307	AT4G39700
EVM0023312	AT5G52830
EVM0023313	AT5G01850
EVM0023318	AT4G01210
EVM0023320	AT2G45480
EVM0023323	AT3G61670
EVM0023324	AT1G29140
EVM0023326	AT2G39130
EVM0023328	AT5G51950
EVM0023332	AT5G42820
EVM0023337	AT1G71450
EVM0023344	AT5G64740
EVM0023348	AT2G42240
EVM0023350	AT3G58660
EVM0023352	AT3G24650
EVM0023354	AT5G21482
EVM0023358	AT5G56110
EVM0023359	AT1G65380
EVM0023363	AT4G27640
EVM0023369	AT2G47140
EVM0023370	AT1G52520
EVM0023374	AT1G69490
EVM0023379	AT1G08490
EVM0023383	AT1G30570
EVM0023387	AT3G20740
EVM0023392	AT1G25330
EVM0023400	AT3G05210
EVM0023404	AT1G34750
EVM0023405	AT5G66240
EVM0023409	AT4G02060
EVM0023413	AT4G39670
EVM0023421	AT5G54840
EVM0023422	AT3G28480
EVM0023424	AT5G62810
EVM0023428	AT3G19180
EVM0023433	AT1G03700
EVM0023435	AT1G64150
EVM0023436	AT4G26590
EVM0023437	AT1G54990
EVM0023439	AT3G27090
EVM0023441	AT3G23050
EVM0023442	AT3G06145
EVM0023447	AT2G39930
EVM0023453	AT5G51030
EVM0023454	AT5G52010
EVM0023462	AT3G07220
EVM0023465	AT2G04270
EVM0023468	AT5G61240
EVM0023473	AT1G26920
EVM0023476	AT5G43280
EVM0023486	AT3G22110
EVM0023498	AT5G67370
EVM0023499	AT1G66330
EVM0023501	AT3G57240
EVM0023503	AT2G04845
EVM0023505	AT3G56900
EVM0023506	AT3G15354
EVM0023507	AT1G10040
EVM0023512	AT5G17870
EVM0023514	AT5G17770
EVM0023515	AT1G21720
EVM0023524	AT5G66050
EVM0023526	AT5G20060
EVM0023527	AT5G24330
EVM0023537	AT1G17840
EVM0023541	AT4G33350
EVM0023545	AT5G43530
EVM0023557	AT5G53800
EVM0023560	AT3G17670
EVM0023563	AT5G52640
EVM0023564	AT3G22980
EVM0023566	AT5G49430
EVM0023567	AT5G49400
EVM0023571	AT5G58490
EVM0023572	AT5G39850
EVM0023576	AT4G31270
EVM0023578	AT5G37360
EVM0023584	AT3G50620
EVM0023586	AT5G59830
EVM0023590	AT5G45780
EVM0023591	AT2G01080
EVM0023593	AT3G23640
EVM0023597	AT3G28210
EVM0023599	AT5G58575
EVM0023601	AT2G20230
EVM0023603	AT1G04170
EVM0023610	AT1G01770
EVM0023617	AT2G25140
EVM0023620	AT1G70650
EVM0023628	AT5G20930
EVM0023629	AT1G10700
EVM0023630	AT4G34280
EVM0023632	AT5G13150
EVM0023633	AT5G44120
EVM0023641	AT5G15550
EVM0023642	AT2G21970
EVM0023644	AT3G02510
EVM0023645	AT3G26410
EVM0023649	AT1G32170
EVM0023652	ATMG00990
EVM0023656	AT2G23890
EVM0023659	AT5G20320
EVM0023660	AT3G19910
EVM0023663	AT3G11940
EVM0023665	AT1G52343
EVM0023667	AT1G63690
EVM0023669	AT2G44270
EVM0023670	AT1G63855
EVM0023673	AT3G45100
EVM0023674	AT1G19220
EVM0023677	AT4G03600
EVM0023679	AT2G38580
EVM0023681	AT3G24420
EVM0023686	AT1G36390
EVM0023689	AT1G64600
EVM0023692	AT1G67050
EVM0023695	AT5G20080
EVM0023696	AT5G48830
EVM0023697	AT5G14590
EVM0023698	AT5G21040
EVM0023699	AT3G56190
EVM0023708	AT4G29160
EVM0023710	AT1G32060
EVM0023711	AT5G03910
EVM0023713	AT1G12350
EVM0023714	AT1G28140
EVM0023717	AT1G71810
EVM0023721	AT4G13840
EVM0023724	AT5G01630
EVM0023729	AT2G42430
EVM0023733	AT1G27290
EVM0023735	AT1G02816
EVM0023736	AT5G46920
EVM0023737	AT1G59520
EVM0023738	AT1G68040
EVM0023740	AT1G64430
EVM0023749	AT5G61460
EVM0023751	AT5G23660
EVM0023757	AT2G07170
EVM0023758	AT1G25350
EVM0023759	AT2G27110
EVM0023760	AT5G24490
EVM0023761	AT1G77940
EVM0023764	AT5G59610
EVM0023767	AT2G07715
EVM0023768	AT3G17640
EVM0023775	AT1G55670
EVM0023777	AT4G21820
EVM0023783	AT5G65260
EVM0023784	AT5G58450
EVM0023793	AT3G59380
EVM0023797	AT4G00630
EVM0023799	AT5G19820
EVM0023810	AT4G17310
EVM0023812	AT4G00980
EVM0023813	AT5G05140
EVM0023817	ATCG00740
EVM0023818	AT1G69740
EVM0023820	AT5G06950
EVM0023821	AT3G03300
EVM0023823	AT1G76510
EVM0023825	AT2G21270
EVM0023826	AT1G32580
EVM0023833	AT5G40950
EVM0023838	AT3G22630
EVM0023841	AT5G03700
EVM0023845	AT5G08640
EVM0023849	AT2G31530
EVM0023850	AT3G24500
EVM0023854	AT3G54670
EVM0023859	AT5G41190
EVM0023862	AT5G14020
EVM0023865	AT2G38740
EVM0023872	AT1G05070
EVM0023875	AT1G43690
EVM0023879	AT1G06070
EVM0023883	AT4G25230
EVM0023888	AT3G15840
EVM0023891	AT4G04720
EVM0023892	AT3G13682
EVM0023897	AT1G22540
EVM0023904	AT5G25940
EVM0023905	AT1G11320
EVM0023909	AT2G18510
EVM0023915	AT5G23860
EVM0023917	AT2G28480
EVM0023921	AT3G25560
EVM0023923	AT4G02630
EVM0023928	AT3G21400
EVM0023930	AT4G25570
EVM0023933	AT5G10510
EVM0023934	AT2G01190
EVM0023936	AT5G43120
EVM0023937	AT1G08380
EVM0023938	AT2G33470
EVM0023940	AT3G52600
EVM0023943	AT1G22940
EVM0023946	AT2G39650
EVM0023953	AT4G24940
EVM0023958	AT1G01320
EVM0023960	AT3G09560
EVM0023962	AT4G38360
EVM0023963	AT1G35220
EVM0023965	AT1G76920
EVM0023967	AT2G28320
EVM0023972	AT3G17980
EVM0023977	AT2G21150
EVM0023982	AT5G39600
EVM0023984	AT3G54250
EVM0023985	AT5G58020
EVM0023986	AT3G19920
EVM0023989	AT1G03360
EVM0023990	AT3G55250
EVM0023992	AT4G34050
EVM0023997	AT3G63240
EVM0024009	AT1G07130
EVM0024010	AT2G23945
EVM0024016	AT1G74850
EVM0024028	AT1G77470
EVM0024029	AT1G61560
EVM0024032	AT1G76660
EVM0024035	AT2G05230
EVM0024036	AT5G50210
EVM0024046	AT2G34780
EVM0024049	AT3G10640
EVM0024051	AT5G64950
EVM0024052	AT1G26840
EVM0024053	AT5G43920
EVM0024057	AT5G60700
EVM0024059	AT2G26150
EVM0024063	AT5G44150
EVM0024064	AT1G09750
EVM0024070	AT3G51120
EVM0024072	AT1G72680
EVM0024078	AT4G33090
EVM0024080	AT5G37055
EVM0024082	AT3G03600
EVM0024090	AT1G75560
EVM0024091	AT2G29570
EVM0024092	AT4G23840
EVM0024093	AT4G11420
EVM0024095	AT1G76350
EVM0024097	AT5G26805
EVM0024101	AT1G79630
EVM0024102	AT1G62430
EVM0024104	AT4G05150
EVM0024108	AT4G15030
EVM0024114	AT4G35410
EVM0024115	AT2G04230
EVM0024124	AT3G52250
EVM0024131	AT5G05700
EVM0024132	AT4G03180
EVM0024135	AT3G11110
EVM0024137	AT5G07710
EVM0024138	AT5G24020
EVM0024142	AT5G62470
EVM0024143	AT4G25550
EVM0024148	AT5G07380
EVM0024150	AT3G17770
EVM0024153	AT5G51190
EVM0024157	AT1G73860
EVM0024159	AT1G50500
EVM0024161	AT1G19490
EVM0024163	AT2G39340
EVM0024165	AT2G29690
EVM0024168	AT4G33985
EVM0024169	AT1G15000
EVM0024171	AT1G29100
EVM0024177	AT3G03280
EVM0024183	AT1G55020
EVM0024184	AT2G34790
EVM0024187	AT1G15660
EVM0024193	AT3G18270
EVM0024199	AT1G50420
EVM0024207	AT3G55520
EVM0024209	AT5G23395
EVM0024210	AT5G57070
EVM0024211	AT3G17850
EVM0024214	AT5G26570
EVM0024217	AT1G21890
EVM0024220	AT3G06180
EVM0024226	AT4G38225
EVM0024227	AT1G43170
EVM0024228	AT5G57250
EVM0024237	AT4G27540
EVM0024242	AT3G03220
EVM0024247	AT1G12640
EVM0024254	AT5G17530
EVM0024257	AT5G23340
EVM0024260	AT1G54250
EVM0024261	AT1G79760
EVM0024264	AT5G59340
EVM0024266	AT1G45616
EVM0024267	AT5G11630
EVM0024268	AT5G55100
EVM0024272	AT3G13882
EVM0024277	AT1G59640
EVM0024280	AT1G74910
EVM0024283	AT3G54650
EVM0024285	AT4G35760
EVM0024286	AT1G19290
EVM0024290	AT1G20810
EVM0024292	AT2G33385
EVM0024297	AT3G48440
EVM0024299	AT1G58210
EVM0024303	AT3G20820
EVM0024305	AT1G05055
EVM0024311	AT5G08450
EVM0024312	AT3G51790
EVM0024313	AT5G65860
EVM0024315	AT5G20300
EVM0024317	AT5G42140
EVM0024318	AT5G58300
EVM0024322	AT1G70730
EVM0024333	AT4G21220
EVM0024339	AT3G20500
EVM0024342	AT1G78300
EVM0024343	AT3G61510
EVM0024348	AT3G20640
EVM0024349	AT5G62030
EVM0024350	AT2G44710
EVM0024354	AT5G66410
EVM0024360	AT1G62040
EVM0024365	AT2G02980
EVM0024376	AT1G32120
EVM0024380	AT2G02220
EVM0024382	AT4G24500
EVM0024385	AT1G11330
EVM0024388	AT3G24660
EVM0024390	AT5G47830
EVM0024392	AT4G28300
EVM0024393	AT2G38600
EVM0024395	AT2G09990
EVM0024408	AT5G50000
EVM0024409	AT5G05170
EVM0024410	AT2G27500
EVM0024423	AT2G05170
EVM0024424	AT5G06530
EVM0024425	AT3G14290
EVM0024426	AT3G08940
EVM0024429	AT2G41480
EVM0024431	AT4G13330
EVM0024432	AT5G53070
EVM0024434	AT5G14850
EVM0024437	AT1G80160
EVM0024445	AT4G38970
EVM0024449	AT2G30720
EVM0024450	AT3G03760
EVM0024453	AT2G37990
EVM0024455	AT5G52920
EVM0024457	AT3G53440
EVM0024461	AT3G16610
