EVM0021012	GRMZM5G894156
EVM0035147	GRMZM5G824629
EVM0016065	GRMZM2G115921
EVM0027556	GRMZM2G093239
EVM0025427	GRMZM2G001114
EVM0011889	GRMZM2G099729
EVM0022571	GRMZM2G117240
EVM0025448	GRMZM2G023970
EVM0024481	GRMZM2G358931
EVM0021487	GRMZM2G127846
EVM0009510	GRMZM2G017537
EVM0030108	GRMZM2G127656
EVM0031829	GRMZM2G169694
EVM0026393	GRMZM2G001898
EVM0026528	GRMZM2G101867
EVM0005586	GRMZM2G115257
EVM0012194	GRMZM2G157729
EVM0026003	GRMZM2G130052
EVM0020037	GRMZM2G163826
EVM0032584	GRMZM2G153208
EVM0018329	GRMZM2G113017
EVM0000011	GRMZM2G032282
EVM0018955	GRMZM2G113373
EVM0019556	GRMZM2G143392
EVM0000807	GRMZM2G477741
EVM0008382	GRMZM5G831780
EVM0034494	GRMZM5G889520
EVM0000656	GRMZM2G330424
EVM0033491	GRMZM2G082205
EVM0029572	GRMZM2G111324
EVM0012645	AC183950.2
EVM0007941	GRMZM2G057616
EVM0035980	GRMZM2G061890
EVM0010348	GRMZM2G057402
EVM0033364	GRMZM2G304965
EVM0016460	GRMZM2G061662
EVM0006017	GRMZM5G834303
EVM0012235	GRMZM2G071272
EVM0023348	GRMZM2G064330
EVM0008771	GRMZM2G049549
EVM0019895	AC198206.5
EVM0034121	GRMZM2G005365
EVM0012581	GRMZM2G432722
EVM0020765	GRMZM2G133095
EVM0028060	GRMZM2G504401
EVM0002358	GRMZM5G813206
EVM0037105	GRMZM2G024484
EVM0022608	GRMZM2G039263
EVM0021353	GRMZM2G080056
EVM0037372	AC233880.1
EVM0014554	GRMZM2G062591
EVM0015357	GRMZM2G017044
EVM0010775	GRMZM2G146089
EVM0035517	GRMZM2G425774
EVM0032321	GRMZM2G155332
EVM0033486	GRMZM2G080120
EVM0031788	GRMZM2G016958
EVM0007131	GRMZM2G352248
EVM0031765	GRMZM2G101769
EVM0024522	GRMZM2G030422
EVM0007834	GRMZM2G016827
EVM0022066	GRMZM2G018678
EVM0022185	GRMZM2G052893
EVM0013426	GRMZM2G136599
EVM0029412	GRMZM2G156174
EVM0033249	GRMZM2G098676
EVM0024627	GRMZM2G106218
EVM0008753	GRMZM2G115357
EVM0017247	GRMZM2G130046
EVM0030104	GRMZM2G366434
EVM0017357	GRMZM2G041527
EVM0020974	GRMZM5G816772
EVM0036454	GRMZM2G162175
EVM0019412	GRMZM2G017086
EVM0027913	GRMZM2G028929
EVM0032132	GRMZM2G179802
EVM0008717	GRMZM2G579432
EVM0033010	GRMZM2G157472
EVM0016487	GRMZM2G015502
EVM0024686	GRMZM2G097568
EVM0033866	GRMZM2G331720
EVM0027353	GRMZM2G047214
EVM0011443	GRMZM2G071071
EVM0019464	GRMZM2G170896
EVM0005458	GRMZM2G042516
EVM0020290	GRMZM2G164325
EVM0008468	GRMZM2G160013
EVM0012716	GRMZM2G173943
EVM0030835	AC199343.3
EVM0031526	GRMZM2G030713
EVM0022490	GRMZM5G801436
EVM0004355	GRMZM2G037698
EVM0035685	GRMZM2G448104
EVM0009127	GRMZM2G144166
EVM0004703	GRMZM2G028492
EVM0026630	GRMZM2G362949
EVM0036979	GRMZM2G472234
EVM0003846	GRMZM2G126484
EVM0016047	GRMZM5G882708
EVM0014148	GRMZM2G480903
EVM0017807	GRMZM2G167243
EVM0014548	GRMZM2G043414
EVM0004356	GRMZM2G117823
EVM0037278	GRMZM2G095194
EVM0008141	GRMZM2G411653
EVM0004431	GRMZM2G152925
EVM0012090	GRMZM2G480074
EVM0029376	GRMZM2G115633
EVM0008679	GRMZM2G041847
EVM0003960	GRMZM2G067313
EVM0015767	GRMZM2G134385
EVM0010224	GRMZM2G470438
EVM0029928	GRMZM2G064580
EVM0011192	GRMZM2G097457
EVM0028614	GRMZM2G077837
EVM0014025	GRMZM5G857303
EVM0018499	GRMZM2G142072
EVM0007373	GRMZM2G003718
EVM0006129	GRMZM2G171181
EVM0020319	GRMZM2G415579
EVM0031793	GRMZM2G095206
EVM0015205	GRMZM5G830932
EVM0015742	GRMZM2G089638
EVM0012619	GRMZM2G158609
EVM0018906	GRMZM2G169943
EVM0012282	GRMZM2G076006
EVM0026277	GRMZM2G134957
EVM0025648	GRMZM2G180720
EVM0030491	GRMZM2G339957
EVM0015422	GRMZM2G154664
EVM0034109	GRMZM2G066362
EVM0010449	GRMZM2G050697
EVM0010098	GRMZM2G168707
EVM0024489	GRMZM2G540538
EVM0022089	GRMZM2G124921
EVM0012331	GRMZM5G811022
EVM0024656	GRMZM5G816457
EVM0020501	GRMZM2G090156
EVM0012675	GRMZM2G130505
EVM0030251	GRMZM2G060564
EVM0035311	GRMZM2G104373
EVM0011230	GRMZM2G358768
EVM0011612	GRMZM2G165176
EVM0034181	GRMZM2G152319
EVM0017076	GRMZM2G045820
EVM0010518	GRMZM2G125768
EVM0037239	AC233878.1
EVM0006908	GRMZM2G143205
EVM0027396	GRMZM2G087105
EVM0024393	GRMZM2G050201
EVM0017425	GRMZM2G096952
EVM0003165	GRMZM2G180983
EVM0014402	GRMZM2G069162
EVM0023566	AC218457.2
EVM0032225	GRMZM2G031360
EVM0025344	GRMZM2G166413
EVM0007959	GRMZM2G025294
EVM0018441	GRMZM2G367092
EVM0026408	AC233898.1
EVM0021238	GRMZM2G068212
EVM0032660	GRMZM2G098674
EVM0020775	GRMZM2G129189
EVM0014984	GRMZM2G138152
EVM0014684	GRMZM2G163769
EVM0014055	GRMZM2G013398
EVM0012363	GRMZM2G111204
EVM0004153	GRMZM2G042398
EVM0028795	GRMZM2G407825
EVM0025328	GRMZM2G112003
EVM0034578	GRMZM5G884912
EVM0006318	GRMZM2G345725
EVM0030596	AC203841.3
EVM0029586	GRMZM2G042660
EVM0036969	GRMZM2G063203
EVM0022903	GRMZM2G078198
EVM0030800	GRMZM2G435445
EVM0032824	GRMZM2G011627
EVM0027714	GRMZM2G070649
EVM0002734	GRMZM2G143450
EVM0021818	GRMZM2G011219
EVM0030160	GRMZM2G030097
EVM0004746	GRMZM2G129451
EVM0015956	GRMZM2G156033
EVM0006157	GRMZM2G006474
EVM0031378	GRMZM2G019567
EVM0014966	GRMZM2G164909
EVM0032942	GRMZM2G010251
EVM0008336	GRMZM2G087918
EVM0026746	GRMZM2G052344
EVM0022652	GRMZM2G142030
EVM0037148	GRMZM2G140201
EVM0025759	GRMZM2G019437
EVM0020769	GRMZM2G124016
EVM0000838	GRMZM2G144464
EVM0009090	GRMZM2G169116
EVM0004566	GRMZM2G005304
EVM0005082	GRMZM2G107187
EVM0021039	GRMZM2G075974
EVM0012460	GRMZM2G055705
EVM0016124	GRMZM2G148937
EVM0001029	GRMZM2G073123
EVM0002639	GRMZM2G104366
EVM0020044	GRMZM2G365888
EVM0007931	GRMZM5G827309
EVM0036156	GRMZM2G036019
EVM0023737	GRMZM2G041613
EVM0030205	GRMZM2G005788
EVM0007945	GRMZM2G127984
EVM0017968	GRMZM2G089596
EVM0022443	GRMZM2G460078
EVM0003919	GRMZM2G144985
EVM0018449	GRMZM2G390876
EVM0006187	GRMZM2G044866
EVM0029185	GRMZM2G180922
EVM0018542	GRMZM2G383122
EVM0012255	GRMZM2G178972
EVM0022530	GRMZM2G394403
EVM0000185	GRMZM2G333641
EVM0003743	GRMZM2G097040
EVM0011742	GRMZM2G106384
EVM0021653	GRMZM5G849788
EVM0021538	GRMZM2G102878
EVM0010232	GRMZM2G413853
EVM0024057	GRMZM2G163195
EVM0037355	GRMZM2G146553
EVM0007100	GRMZM5G872068
EVM0004258	GRMZM5G870176
EVM0023014	GRMZM2G168953
EVM0012197	GRMZM2G057037
EVM0007222	GRMZM2G063617
EVM0037369	GRMZM2G033971
EVM0010217	GRMZM2G104551
EVM0003870	GRMZM2G055309
EVM0008004	GRMZM2G119933
EVM0022712	GRMZM2G442804
EVM0003451	GRMZM2G085198
EVM0022850	GRMZM2G158021
EVM0028928	GRMZM2G071582
EVM0035530	GRMZM6G577626
EVM0024455	GRMZM2G152686
EVM0036582	GRMZM2G173721
EVM0019200	GRMZM2G079888
EVM0003965	GRMZM2G127308
EVM0018137	GRMZM2G061681
EVM0003337	GRMZM2G311898
EVM0007186	GRMZM2G159542
EVM0030768	GRMZM2G105387
EVM0007902	GRMZM2G092776
EVM0003635	GRMZM2G176407
EVM0027422	GRMZM2G025441
EVM0018848	GRMZM2G106730
EVM0012848	GRMZM2G139073
EVM0029040	GRMZM2G071249
EVM0006528	GRMZM2G044552
EVM0027838	AC149829.2
EVM0006256	GRMZM2G125969
EVM0006541	GRMZM2G169095
EVM0020091	GRMZM2G101571
EVM0035918	GRMZM2G163227
EVM0011260	GRMZM2G053631
EVM0030069	GRMZM5G840013
EVM0027378	GRMZM2G102189
EVM0007107	GRMZM2G039365
EVM0022251	GRMZM2G021642
EVM0015813	GRMZM2G043279
EVM0000870	GRMZM2G051764
EVM0028879	GRMZM2G025024
EVM0012026	GRMZM2G113476
EVM0010742	GRMZM2G015592
EVM0006153	GRMZM2G040079
EVM0010124	GRMZM2G181505
EVM0014029	GRMZM2G416386
EVM0014499	GRMZM2G009871
EVM0026831	GRMZM2G165270
EVM0022671	AC234185.1
EVM0020187	GRMZM2G053008
EVM0028985	GRMZM2G108457
EVM0022766	GRMZM2G051458
EVM0022133	GRMZM2G064954
EVM0025471	GRMZM2G009021
EVM0035575	GRMZM2G033098
EVM0011633	GRMZM2G121960
EVM0029657	GRMZM2G012176
EVM0027816	GRMZM2G456669
EVM0030677	GRMZM2G156565
EVM0026057	GRMZM2G423538
EVM0009505	GRMZM2G060834
EVM0018833	GRMZM2G044269
EVM0016408	GRMZM2G127115
EVM0035551	GRMZM2G085939
EVM0020180	GRMZM2G071034
EVM0008950	GRMZM2G362088
EVM0020201	GRMZM2G005493
EVM0015751	GRMZM6G676505
EVM0022734	GRMZM2G178289
EVM0033464	GRMZM2G041561
EVM0012023	GRMZM2G178859
EVM0025595	GRMZM2G074472
EVM0001757	GRMZM2G096363
EVM0014700	GRMZM2G097605
EVM0027212	GRMZM2G362848
EVM0013545	GRMZM2G130432
EVM0005895	GRMZM2G003565
EVM0020001	GRMZM2G022453
EVM0014455	GRMZM2G166330
EVM0033463	GRMZM2G151616
EVM0011891	GRMZM2G059825
EVM0028581	GRMZM2G081886
EVM0034490	GRMZM6G998221
EVM0014781	GRMZM2G129907
EVM0003795	GRMZM2G154328
EVM0032485	GRMZM2G148723
EVM0015246	GRMZM2G147727
EVM0025070	GRMZM2G003638
EVM0035705	GRMZM2G136014
EVM0006180	GRMZM2G025906
EVM0020106	GRMZM6G304724
EVM0031128	GRMZM2G047695
EVM0016371	GRMZM2G139689
EVM0003462	GRMZM2G139880
EVM0029934	GRMZM5G868062
EVM0028324	GRMZM2G133919
EVM0031943	GRMZM2G010221
EVM0009111	GRMZM2G162690
EVM0034643	GRMZM2G132060
EVM0027827	GRMZM2G474575
EVM0005948	GRMZM2G158277
EVM0030360	GRMZM2G118737
EVM0012756	GRMZM2G014400
EVM0034654	AC233960.1
EVM0022028	GRMZM2G151923
EVM0000114	GRMZM2G110345
EVM0000255	GRMZM2G122584
EVM0016222	GRMZM2G055724
EVM0012863	GRMZM5G807835
EVM0032112	GRMZM2G174481
EVM0015942	GRMZM2G099452
EVM0007642	GRMZM2G434669
EVM0010656	GRMZM2G073054
EVM0006888	GRMZM2G396752
EVM0004234	GRMZM2G348959
EVM0009969	GRMZM2G079490
EVM0030594	GRMZM2G452630
EVM0010789	GRMZM2G092497
EVM0030176	GRMZM2G067277
EVM0011142	GRMZM2G120973
EVM0035701	GRMZM5G840002
EVM0025439	GRMZM2G092152
EVM0031143	GRMZM5G827575
EVM0028649	GRMZM2G168299
EVM0028155	GRMZM2G044724
EVM0001386	GRMZM2G162413
EVM0010784	GRMZM2G174938
EVM0016252	GRMZM2G164912
EVM0030707	GRMZM2G029262
EVM0021829	GRMZM2G137961
EVM0008737	GRMZM2G312110
EVM0002973	GRMZM2G179473
EVM0037178	GRMZM2G014387
EVM0033423	GRMZM2G134134
EVM0021219	GRMZM2G078895
EVM0028028	GRMZM5G826194
EVM0004683	GRMZM2G112914
EVM0002593	GRMZM2G150884
EVM0014957	GRMZM2G010604
EVM0019123	GRMZM5G884960
EVM0013012	GRMZM2G589579
EVM0015301	GRMZM2G078252
EVM0026925	GRMZM2G082260
EVM0036647	GRMZM2G107639
EVM0014971	AC194970.5
EVM0021271	GRMZM2G116004
EVM0020623	GRMZM2G031721
EVM0003855	GRMZM2G181219
EVM0023567	GRMZM2G075744
EVM0019048	GRMZM2G363408
EVM0035086	GRMZM2G060296
EVM0000737	GRMZM2G403149
EVM0030878	GRMZM2G138505
EVM0015604	GRMZM2G043854
EVM0020794	GRMZM2G071089
EVM0016266	GRMZM2G037655
EVM0001605	GRMZM2G178797
EVM0009660	GRMZM2G388778
EVM0003212	GRMZM5G876285
EVM0009107	GRMZM2G456217
EVM0005051	GRMZM2G075223
EVM0029870	GRMZM5G892758
EVM0001237	GRMZM2G031952
EVM0033741	GRMZM2G053720
EVM0014240	GRMZM5G841619
EVM0002932	GRMZM2G161913
EVM0016388	GRMZM5G854533
EVM0031659	GRMZM2G097258
EVM0001438	GRMZM2G108894
EVM0004408	GRMZM2G015073
EVM0029888	GRMZM2G010797
EVM0019421	GRMZM2G097068
EVM0032578	GRMZM2G135044
EVM0005005	GRMZM2G012841
EVM0028358	GRMZM2G045970
EVM0030790	GRMZM2G138455
EVM0033865	GRMZM2G159404
EVM0015282	GRMZM2G035994
EVM0024132	GRMZM2G042143
EVM0034182	GRMZM2G020446
EVM0019660	GRMZM5G862959
EVM0001170	GRMZM6G513881
EVM0013323	GRMZM2G057576
EVM0016459	GRMZM2G105531
EVM0032235	GRMZM2G153666
EVM0031585	GRMZM2G421541
EVM0001336	GRMZM2G160925
EVM0003383	GRMZM2G080724
EVM0030746	GRMZM2G143433
EVM0017554	GRMZM5G872118
EVM0007714	GRMZM2G457523
EVM0031280	GRMZM2G320521
EVM0014322	GRMZM2G100484
EVM0034740	GRMZM2G145480
EVM0004137	GRMZM2G081957
EVM0019114	GRMZM2G102514
EVM0008081	GRMZM2G119623
EVM0015074	GRMZM5G886952
EVM0001619	GRMZM2G107557
EVM0035170	AC197705.4
EVM0014584	GRMZM2G165521
EVM0011638	GRMZM2G131943
EVM0032865	GRMZM2G007683
EVM0020462	GRMZM2G172021
EVM0035356	GRMZM2G042593
EVM0029125	GRMZM2G078458
EVM0023152	GRMZM2G319397
EVM0031725	GRMZM2G319798
EVM0005708	GRMZM2G048067
EVM0001960	GRMZM2G050684
EVM0006408	GRMZM6G923769
EVM0027523	GRMZM2G070305
EVM0031922	GRMZM2G013750
EVM0026791	GRMZM2G046911
EVM0004832	GRMZM5G802566
EVM0023825	GRMZM2G037185
EVM0013103	GRMZM2G406204
EVM0023243	GRMZM2G048661
EVM0016359	GRMZM2G176748
EVM0019666	GRMZM2G418294
EVM0005732	GRMZM5G884466
EVM0003464	GRMZM2G075333
EVM0025261	GRMZM2G005195
EVM0009342	GRMZM2G096909
EVM0030392	GRMZM2G398135
EVM0021951	GRMZM2G084942
EVM0018060	GRMZM2G103342
EVM0010999	GRMZM2G010834
EVM0007494	GRMZM2G398288
EVM0003661	GRMZM2G095510
EVM0035909	GRMZM2G119930
EVM0003339	GRMZM2G041060
EVM0023224	GRMZM2G077333
EVM0013085	GRMZM5G859195
EVM0011831	GRMZM2G129513
EVM0010487	GRMZM2G085713
EVM0014353	GRMZM2G152028
EVM0012552	GRMZM2G156881
EVM0003353	GRMZM2G042080
EVM0035305	GRMZM2G094771
EVM0013028	GRMZM2G009479
EVM0021429	GRMZM2G361662
EVM0029335	GRMZM2G368047
EVM0011134	GRMZM2G353659
EVM0032266	GRMZM2G105436
EVM0034119	GRMZM2G018417
EVM0004101	GRMZM2G107565
EVM0018908	AC211164.5
EVM0000987	GRMZM2G122943
EVM0005666	GRMZM2G054247
EVM0021230	GRMZM2G130010
EVM0003958	GRMZM2G165530
EVM0002444	GRMZM2G074169
EVM0028007	GRMZM2G077307
EVM0018161	GRMZM2G318527
EVM0011959	GRMZM2G030823
EVM0025655	GRMZM5G851862
EVM0035182	GRMZM2G019236
EVM0020184	GRMZM2G065557
EVM0003856	GRMZM2G163233
EVM0005339	GRMZM2G019317
EVM0009872	GRMZM2G057973
EVM0035868	GRMZM5G834894
EVM0018983	GRMZM2G086841
EVM0011689	GRMZM2G084868
EVM0031477	GRMZM2G117189
EVM0025535	GRMZM2G010085
EVM0018059	GRMZM2G059353
EVM0016920	GRMZM2G087041
EVM0022912	GRMZM2G152889
EVM0009713	GRMZM2G095492
EVM0024108	GRMZM2G001444
EVM0036897	GRMZM2G052365
EVM0010856	GRMZM2G135481
EVM0010799	GRMZM2G090715
EVM0003227	GRMZM2G145527
EVM0028625	GRMZM2G090868
EVM0003751	GRMZM2G027431
EVM0024681	GRMZM2G050885
EVM0022039	AC203535.4
EVM0000156	GRMZM2G180418
EVM0033401	GRMZM2G032763
EVM0018091	GRMZM2G364328
EVM0015324	GRMZM2G070804
EVM0008031	GRMZM2G001904
EVM0000550	GRMZM2G046065
EVM0000934	AC197758.3
EVM0016948	AC182617.3
EVM0013688	GRMZM5G838435
EVM0027626	GRMZM2G066469
EVM0015403	GRMZM2G127893
EVM0025979	GRMZM2G122199
EVM0000367	GRMZM5G818514
EVM0013498	GRMZM2G069649
EVM0020443	GRMZM2G138125
EVM0035262	GRMZM2G013908
EVM0033136	GRMZM2G064031
EVM0008735	GRMZM2G111713
EVM0009395	GRMZM2G038667
EVM0015467	GRMZM2G063340
EVM0006022	GRMZM2G140070
EVM0020788	GRMZM2G321870
EVM0001811	GRMZM2G314386
EVM0009333	GRMZM2G300788
EVM0023649	GRMZM5G808290
EVM0005399	GRMZM2G092000
EVM0025402	GRMZM2G078648
EVM0000900	GRMZM2G027756
EVM0027423	GRMZM2G109429
EVM0005166	GRMZM2G045154
EVM0026670	GRMZM2G152975
EVM0003857	GRMZM2G111200
EVM0013527	GRMZM2G161368
EVM0018611	GRMZM2G358537
EVM0035166	GRMZM2G121427
EVM0026623	AC185300.4
EVM0003978	GRMZM2G071021
EVM0029756	GRMZM2G455115
EVM0007591	AC234199.1
EVM0013295	GRMZM2G078292
EVM0010314	GRMZM2G414496
EVM0014693	GRMZM2G089484
EVM0020909	GRMZM2G028313
EVM0011559	GRMZM2G376595
EVM0017625	GRMZM2G113244
EVM0023972	GRMZM2G180699
EVM0032481	GRMZM2G026654
EVM0020492	GRMZM2G131205
EVM0003479	GRMZM2G163713
EVM0006497	GRMZM2G005444
EVM0034212	GRMZM2G133396
EVM0021881	GRMZM2G149216
EVM0005243	GRMZM2G169927
EVM0010898	GRMZM2G005205
EVM0020841	GRMZM2G482046
EVM0026339	GRMZM2G024024
EVM0004406	GRMZM2G003318
EVM0005337	GRMZM2G164378
EVM0000481	GRMZM2G009139
EVM0024432	GRMZM5G866627
EVM0023841	GRMZM2G038669
EVM0010511	GRMZM2G377641
EVM0024242	GRMZM2G120724
EVM0003649	GRMZM2G429842
EVM0003036	GRMZM2G432774
EVM0000542	GRMZM2G049693
EVM0024705	GRMZM2G356938
EVM0030846	GRMZM2G129804
EVM0007241	GRMZM2G434696
EVM0029927	GRMZM2G178261
EVM0004780	GRMZM2G044900
EVM0010966	GRMZM2G007675
EVM0013417	GRMZM2G099144
EVM0032052	GRMZM2G419085
EVM0001905	GRMZM5G832300
EVM0026210	GRMZM2G305864
EVM0023293	GRMZM2G176437
EVM0006006	GRMZM2G116327
EVM0035746	GRMZM2G010011
EVM0020390	GRMZM2G445296
EVM0008496	GRMZM2G352132
EVM0029169	GRMZM2G069656
EVM0019601	GRMZM2G312365
EVM0024682	GRMZM2G021619
EVM0013946	GRMZM2G005293
EVM0013047	GRMZM2G304442
EVM0018379	GRMZM2G063850
EVM0020733	GRMZM2G167999
EVM0015317	GRMZM2G148586
EVM0013761	GRMZM2G416632
EVM0003437	GRMZM2G062953
EVM0013693	GRMZM2G173660
EVM0036132	GRMZM2G123884
EVM0007418	GRMZM2G147857
EVM0019331	GRMZM2G124530
EVM0009549	GRMZM5G827485
EVM0024464	GRMZM2G056270
EVM0014981	GRMZM2G131202
EVM0020399	GRMZM2G177923
EVM0016591	AC234154.1
EVM0010386	GRMZM2G010353
EVM0018398	GRMZM2G139691
EVM0030260	GRMZM2G040947
EVM0008752	GRMZM2G130034
EVM0031865	GRMZM2G092325
EVM0013579	GRMZM2G073929
EVM0023447	GRMZM2G138060
EVM0008007	AC233910.1
EVM0035741	GRMZM2G144180
EVM0024220	GRMZM2G142645
EVM0023905	GRMZM2G132593
EVM0012003	GRMZM2G046576
EVM0025867	GRMZM2G058479
EVM0033978	GRMZM2G043887
EVM0007832	GRMZM2G437912
EVM0032046	GRMZM2G129642
EVM0017510	GRMZM2G071163
EVM0024102	GRMZM5G825110
EVM0020129	GRMZM2G004040
EVM0008030	GRMZM2G149175
EVM0000286	GRMZM2G144387
EVM0000718	GRMZM2G340456
EVM0002645	GRMZM2G083812
EVM0029146	GRMZM5G873594
EVM0036363	GRMZM2G173067
EVM0037185	GRMZM2G171444
EVM0033960	GRMZM2G099253
EVM0036489	GRMZM2G157102
EVM0030942	GRMZM2G147390
EVM0022623	GRMZM2G481103
EVM0030134	GRMZM2G019874
EVM0035823	GRMZM2G067028
EVM0021979	GRMZM2G074300
EVM0028856	GRMZM2G102815
EVM0021303	GRMZM2G032104
EVM0018930	GRMZM2G113794
EVM0018104	GRMZM2G055657
EVM0034397	GRMZM2G162233
EVM0024209	GRMZM2G113990
EVM0019001	GRMZM2G000510
EVM0023185	GRMZM2G172158
EVM0023854	GRMZM2G416069
EVM0036446	GRMZM2G477829
EVM0033204	GRMZM2G176396
EVM0023886	GRMZM2G400925
EVM0007895	GRMZM2G143499
EVM0004724	GRMZM2G016819
EVM0021425	GRMZM2G005980
EVM0001292	GRMZM2G085926
EVM0021761	GRMZM2G048375
EVM0017441	GRMZM2G449355
EVM0023620	GRMZM2G090190
EVM0035259	GRMZM2G018573
EVM0029627	GRMZM2G345039
EVM0036796	GRMZM2G178829
EVM0013872	GRMZM2G109352
EVM0032497	GRMZM2G472643
EVM0012704	GRMZM2G163641
EVM0011073	GRMZM2G113351
EVM0014321	GRMZM2G048129
EVM0024046	GRMZM2G029785
EVM0024588	GRMZM2G084134
EVM0022417	GRMZM2G412611
EVM0021902	GRMZM2G017555
EVM0031928	GRMZM2G120942
EVM0010508	GRMZM2G099278
EVM0014033	GRMZM2G428765
EVM0029246	GRMZM2G123966
EVM0020860	GRMZM6G945840
EVM0020444	GRMZM2G035377
EVM0021258	GRMZM2G103740
EVM0020597	GRMZM2G153333
EVM0024744	GRMZM2G110509
EVM0037282	GRMZM2G080501
EVM0034459	GRMZM2G129034
EVM0016893	GRMZM2G422045
EVM0018936	GRMZM2G067176
EVM0033393	GRMZM2G039113
EVM0009206	GRMZM2G703858
EVM0031008	GRMZM2G455564
EVM0033644	GRMZM5G800101
EVM0019581	GRMZM2G004161
EVM0025902	GRMZM2G405133
EVM0011345	AC217264.3
EVM0017331	GRMZM2G169402
EVM0000438	GRMZM2G064708
EVM0003446	GRMZM2G105539
EVM0001654	GRMZM2G370852
EVM0016366	GRMZM2G029845
EVM0026297	GRMZM2G053766
EVM0005272	GRMZM2G078500
EVM0033386	GRMZM2G097421
EVM0025576	GRMZM2G397247
EVM0002545	GRMZM2G177970
EVM0028003	GRMZM2G306806
EVM0024813	GRMZM5G818643
EVM0006225	GRMZM2G021219
EVM0011599	GRMZM2G137985
EVM0025375	GRMZM2G059151
EVM0025240	GRMZM5G856084
EVM0020684	GRMZM2G014382
EVM0010869	GRMZM2G581155
EVM0029688	GRMZM2G018229
EVM0024091	GRMZM2G030523
EVM0003885	GRMZM2G163801
EVM0035068	GRMZM2G153217
EVM0016843	GRMZM2G034243
EVM0013879	GRMZM2G157564
EVM0033612	GRMZM2G084767
EVM0014514	GRMZM2G129783
EVM0031301	GRMZM5G890241
EVM0031676	GRMZM2G181336
EVM0018190	GRMZM2G141510
EVM0021569	GRMZM2G320786
EVM0019813	GRMZM2G132504
EVM0018947	GRMZM2G316787
EVM0037190	GRMZM2G085438
EVM0034866	GRMZM2G146677
EVM0007629	GRMZM2G451604
EVM0031610	GRMZM2G127844
EVM0013937	GRMZM2G153119
EVM0031757	GRMZM2G035985
EVM0020437	GRMZM2G080644
EVM0014238	GRMZM2G077989
EVM0008587	GRMZM2G008765
EVM0022789	GRMZM2G003784
EVM0031082	GRMZM2G066059
EVM0030815	GRMZM2G180082
EVM0000248	GRMZM2G001777
EVM0017587	AC211887.3
EVM0012065	GRMZM2G007481
EVM0035505	GRMZM5G884242
EVM0028340	GRMZM2G035843
EVM0000751	GRMZM2G057140
EVM0001166	GRMZM2G076049
EVM0001692	AC189750.4
EVM0005386	GRMZM2G154229
EVM0003497	GRMZM2G009913
EVM0034531	GRMZM5G893764
EVM0016663	GRMZM2G147685
EVM0007254	GRMZM2G057136
EVM0020148	GRMZM2G417859
EVM0026761	GRMZM2G127154
EVM0013326	AC149818.2
EVM0024868	AC212219.3
EVM0021167	GRMZM5G840582
EVM0003811	GRMZM2G095806
EVM0028787	GRMZM2G422090
EVM0033416	GRMZM2G131055
EVM0032726	GRMZM2G088565
EVM0011122	GRMZM2G045331
EVM0010428	GRMZM2G317738
EVM0035668	GRMZM2G099049
EVM0029104	GRMZM2G372440
EVM0037064	GRMZM2G080041
EVM0017534	GRMZM2G108418
EVM0014826	GRMZM2G050890
EVM0022247	GRMZM2G079471
EVM0004819	GRMZM2G108991
EVM0026197	GRMZM2G081075
EVM0006808	AC198518.3
EVM0010503	GRMZM2G029546
EVM0023128	GRMZM2G102601
EVM0013487	GRMZM2G410393
EVM0010745	GRMZM2G102382
EVM0032760	GRMZM2G035928
EVM0027493	GRMZM2G160964
EVM0030502	GRMZM2G009928
EVM0008719	GRMZM2G087161
EVM0026992	GRMZM2G157332
EVM0007042	GRMZM5G881296
EVM0022209	GRMZM2G010649
EVM0030272	GRMZM2G342856
EVM0011586	GRMZM2G045294
EVM0025615	GRMZM2G100263
EVM0035315	GRMZM2G069708
EVM0028175	GRMZM2G038401
EVM0017738	GRMZM2G030744
EVM0035070	GRMZM2G139952
EVM0008713	GRMZM2G066950
EVM0002618	GRMZM2G012904
EVM0014020	GRMZM2G149802
EVM0020167	GRMZM2G050984
EVM0015888	GRMZM2G063827
EVM0036957	GRMZM5G801031
EVM0028796	GRMZM2G142502
EVM0008778	GRMZM2G441888
EVM0021471	GRMZM2G173777
EVM0013612	GRMZM2G138475
EVM0019811	GRMZM2G427337
EVM0001437	GRMZM2G101711
EVM0027102	GRMZM2G086906
EVM0000502	GRMZM2G117707
EVM0009126	GRMZM2G142712
EVM0011039	GRMZM2G034651
EVM0034814	GRMZM2G013391
EVM0010818	GRMZM2G046615
EVM0024949	GRMZM2G042412
EVM0028096	GRMZM2G103430
EVM0021745	GRMZM2G440831
EVM0020762	GRMZM2G092451
EVM0023227	GRMZM2G153766
EVM0031468	GRMZM2G077278
EVM0016069	GRMZM2G135045
EVM0000898	GRMZM2G035708
EVM0024131	GRMZM2G160556
EVM0031056	GRMZM2G076351
EVM0029991	GRMZM2G087628
EVM0013667	GRMZM2G108976
EVM0010752	GRMZM2G469697
EVM0020877	GRMZM2G061932
EVM0032980	GRMZM2G143817
EVM0020665	GRMZM2G105438
EVM0028946	GRMZM2G051367
EVM0014363	GRMZM2G006673
EVM0018558	GRMZM2G040561
EVM0036887	GRMZM2G010801
EVM0016851	GRMZM2G430362
EVM0030415	GRMZM2G102625
EVM0008053	GRMZM2G117222
EVM0015551	GRMZM2G477139
EVM0031327	GRMZM2G105307
